time (s),motor position (nm),sensor position (nm)
18.287634529,150781017,428033
18.292650762,150830902,427660
18.297627427,150879393,427969
18.302430358,150928061,428585
18.307623165,150975159,427573
18.312546616,150987089,427748
18.31744381,150887839,427592
18.322528034,151046848,427446
18.327401445,151146847,428066
18.333002138,151215763,428957
18.337461449,151271978,428924
18.342491631,151324034,427412
18.347564741,151376648,428319
18.352781079,151426721,427845
18.357622672,151477648,428297
18.362753541,151528266,427881
18.367735593,151578964,427792
18.372462253,151629157,428290
18.377562491,151679676,428384
18.38257109,151730012,427933
18.387789539,151780314,427937
18.392534103,151830608,427800
18.397601545,151881143,428074
18.402539075,151931277,427425
18.407792665,151980812,428174
18.412763139,152031506,428063
18.417519241,152081552,427506
18.422553116,152131244,427632
18.427512494,152181007,427134
18.4325581,152231036,427891
18.43755193,152281264,427959
18.442609401,152331097,427703
18.44750607,152380914,427817
18.452513774,152431048,428129
18.457521315,152480628,428753
18.462793157,152530823,429046
18.467636855,152580743,427466
18.47270659,152630799,427885
18.477643301,152679672,428027
18.482594166,152730156,428214
18.487599791,152781213,427102
18.492581346,152830162,427512
18.497525356,152879109,427613
18.502523942,152918184,426735
18.507597235,152902043,427641
18.512725823,152870997,426542
18.517582682,153015515,427739
18.522722346,153105032,428008
18.527770038,153168997,427502
18.533082098,153223936,427361
18.537662541,153274605,427261
18.542506857,153325875,427108
18.547793167000002,153377368,427717
18.55257944,153428129,428299
18.557490918,153478570,427375
18.562506901,153528710,428733
18.567449398,153579770,426635
18.572628902,153629927,426839
18.57756689,153680220,427430
18.582588677,153731135,428855
18.587636756,153780812,427384
18.592478199,153830581,427357
18.597580028,153881353,427821
18.602773251,153930861,427512
18.607497609,153981517,427324
18.612767456,154031819,427750
18.617621215,154081906,427265
18.622575050000002,154131641,427373
18.627579697,154181954,428026
18.63270254,154231297,427429
18.637611927000002,154281638,428116
18.642592353,154331890,427203
18.647618671,154382131,427348
18.652725033,154431635,428302
18.657563994,154480806,428355
18.662576557,154531498,427604
18.667634529,154580635,428315
18.672784986,154631322,428667
18.677600025,154680719,428447
18.682543188,154731289,427583
18.687576871,154779975,427663
18.692729902,154828609,427524
18.697534565,154872729,426802
18.70256292,154884197,427431
18.707580001,154803419,427434
18.712823978,154956753,428705
18.717550261,155051838,428204
18.722642292,155116321,428044
18.727709905,155172749,427615
18.732493282,155225035,427266
18.737626965,155275831,427316
18.742712987,155327650,427477
18.747619577000002,155378012,427271
18.752664411,155428232,428287
18.757594046,155478536,428485
18.762560255,155529531,428441
18.767568941,155580406,427351
18.772650478,155630163,427506
18.777636316,155680606,427924
18.782577556,155730834,427212
18.78757945,155780476,427465
18.792624498,155831645,427930
18.797514215,155881816,427773
18.80276204,155931862,427961
18.807704282,155981781,427849
18.812651897,156030542,427815
18.81758114,156081000,427646
18.822529193,156132228,426948
18.827570959,156181064,426118
18.832674948,156232053,427484
18.837562287,156281568,426612
18.842514454,156330052,427111
18.847592956,156381166,426611
18.852678952,156432057,426854
18.85772576,156481723,426349
18.86266024,156531043,426554
18.867569775,156580598,427062
18.872498542,156630139,427104
18.877566384,156680075,427460
18.882742768,156730327,426904
18.887827919,156779103,426948
18.892500206,156825877,426440
18.897615827,156839458,426609
18.902822154,156738110,426556
18.907711453,156895977,426522
18.912731822,156997456,427838
18.91768193,157065295,427650
18.92275903,157122078,427625
18.927609702,157173788,427490
18.932609268,157224761,427483
18.937781381,157277108,426800
18.942526485,157327012,426716
18.947587185,157377904,426029
18.952521377,157428562,427793
18.957735402,157480327,427580
18.962737992,157529380,427277
18.967714862,157578878,427957
18.972863043,157631546,426574
18.97765035,157679582,426833
18.982532758,157730695,426861
18.987822908,157780314,426684
18.992642482,157831039,427205
18.997784979,157881006,427277
19.002525799,157931418,427100
19.00761016,157980528,426943
19.012743025,158031120,426341
19.017720999,158082149,426176
19.022753319,158131815,426720
19.027522162,158181062,426317
19.032553046,158230875,427231
19.037526652,158281931,426675
19.042503126,158330659,426678
19.047779836,158381475,426591
19.052655257,158430847,426375
19.057712782,158480227,426736
19.062634253,158530468,426662
19.067575156,158579766,427727
19.072596804,158630380,427161
19.077406402,158678901,427138
19.082510821,158727868,426964
19.087654223,158766584,427201
19.092428013,158748796,426200
19.097450646,158727563,427145
19.10243172,158867448,427369
19.107650577,158955417,427697
19.112646832,159018540,426493
19.117673636,159073762,427375
19.122634781,159124527,427151
19.127779171,159176292,427023
19.132786428,159226643,426500
19.137790384,159277795,426380
19.142574881,159328335,427128
19.147646378,159378708,426412
19.152656666,159428626,427836
19.157663423,159479089,427756
19.16268873,159529037,427417
19.1676587,159580143,427393
19.172729498,159630878,426916
19.17780012,159681210,427588
19.18255056,159730793,426511
19.187766536,159780987,426833
19.192609045,159831793,427214
19.197630673,159882113,427099
19.202622292,159931038,427025
19.207503293,159981492,427049
19.21250103,160030890,426731
19.217781561,160081679,427334
19.222863564,160131931,427315
19.227575472,160181419,426517
19.232537038,160231072,426298
19.237856402,160281536,426659
19.242558869,160331454,427395
19.2475797,160381746,427227
19.252783982,160430605,426193
19.257652985,160481411,427447
19.262664841,160529715,426799
19.267502587,160580562,426133
19.272537554,160629439,427218
19.277507281,160678112,427218
19.282613456,160717176,426364
19.28776369,160710840,426362
19.292680364,160670636,426662
19.297497333,160816819,427174
19.302611813,160905429,427021
19.307791816,160968546,426370
19.312655345,161023220,427159
19.317861496,161074798,426733
19.322641257,161125660,426812
19.327591163,161177196,427071
19.332728399,161228186,427016
19.337552254,161277961,427191
19.34250202,161328769,427143
19.34756302,161380046,426971
19.352625424,161429881,426896
19.3575705,161479649,427018
19.362477962,161530170,426155
19.367587667,161580354,426645
19.372764682,161630704,426420
19.377528131,161680851,427507
19.382447482,161730120,426552
19.387751547,161780849,426472
19.392556732,161830817,427194
19.397540292,161879795,428332
19.402656836,161930865,427387
19.407680785,161980239,426822
19.41261442,162031016,426303
19.41753846,162081714,426846
19.422574991,162131082,425958
19.427686813,162180823,427071
19.432448962,162230068,427761
19.437553922,162280977,427013
19.442820834,162330812,428237
19.44762709,162380924,427199
19.452616034,162430949,426795
19.457605868999998,162481106,425444
19.462521166,162530071,425502
19.46764107,162579388,426218
19.472717018,162627855,426270
19.47760963,162662973,426135
19.482744063,162586958,428353
19.487627429,162640238,428849
19.492697767,162773111,426750
19.497540172,162857293,425042
19.502591954,162920472,424963
19.507809844,162973129,424316
19.512546627,163025410,425830
19.517730374,163076677,425413
19.522509767,163127030,425517
19.527473102,163176554,426491
19.532586325,163228742,426540
19.537610514,163279523,425729
19.542554468,163330398,424477
19.547435004,163378492,425010
19.552748868,163430408,425512
19.557824421,163481104,426809
19.562867023,163531163,426073
19.567766316,163581257,426818
19.572649876,163631366,426267
19.57758351,163681231,426169
19.582748913,163731550,424978
19.587652602,163781454,424823
19.592754585,163830246,425487
19.597646947,163881092,425041
19.602537366,163931795,424945
19.607394754,163980566,424515
19.612661239,164032082,425326
19.617569852,164081708,425364
19.622638025,164131498,425661
19.627692412000002,164182228,424876
19.632706134,164231757,424857
19.637664004,164282205,425497
19.642584903,164330459,425887
19.647523487,164380901,425599
19.652536023,164431102,425336
19.657621563,164481314,426158
19.66258517,164530670,424675
19.667532734,164579341,425212
19.672613616,164621233,425567
19.677583897,164630243,425375
19.682570241,164563605,425967
19.6875688,164711590,426455
19.692549404,164804192,425743
19.69776203,164868845,426253
19.70277299,164923529,424896
19.707798887,164975072,425060
19.712566227,165026013,425041
19.717638091,165076901,425436
19.722509505,165127735,426052
19.727488649,165178679,425734
19.732551083,165229048,425450
19.737554054,165279965,424155
19.742509085000002,165330435,424349
19.747512495,165379864,424707
19.752615097,165430327,425689
19.757520003,165480837,425926
19.762519808,165531425,425677
19.767714408,165581604,424926
19.772790229,165632058,425161
19.777767809,165682273,424687
19.782428429,165730648,425782
19.787559885,165782302,425167
19.792634211,165831644,425255
19.797522247,165882196,425090
19.802530841,165931903,424907
19.80753052,165982609,425464
19.812578475,166032951,425256
19.81751237,166081426,425538
19.822540324,166130720,424837
19.827826802,166182307,425259
19.832633134,166231456,425677
19.837547107,166281545,425493
19.842584141,166330864,425381
19.847522497,166380631,425338
19.852528485,166431059,425271
19.857538442,166480216,425149
19.862750787,166530104,425149
19.867513508000002,166577143,425755
19.872437512,166602289,425473
19.877609349,166475006,425438
19.882469374,166619409,426901
19.887868854,166737500,424598
19.892672004,166813717,425250
19.897639519,166871340,425416
19.902451176,166923864,426372
19.90764771,166974251,426180
19.912499063,167026776,424893
19.91769876,167075972,426324
19.922560016,167127659,426160
19.927714891,167177210,424345
19.932526516,167228825,425016
19.937779901,167279999,425361
19.942644565,167329044,425313
19.947804676,167380360,425653
19.952570249,167430658,426377
19.957435365,167480406,426957
19.962593594,167531089,426168
19.967641429,167580901,425587
19.972738455,167630449,424771
19.977732168,167680246,424566
19.982676084,167730616,424905
19.987559423,167781527,424988
19.992593264,167831596,425812
19.997564846,167881138,425434
20.002770568,167931581,425639
20.007722317,167981840,425559
20.012605506,168030611,426025
20.017760109,168081708,425323
20.022576306,168130941,426135
20.027562154,168181180,425141
20.032527181,168230209,425592
20.037490225,168280573,425654
20.042547534,168330411,425797
20.047797424,168380864,425491
20.052542157,168429823,425998
20.05772738,168479837,425572
20.062615957,168527427,425816
20.067659322,168551474,424860
20.072700699,168425598,426084
20.077583028,168567787,426304
20.082452904,168686554,424990
20.087461615,168761228,425113
20.092665813,168821022,425896
20.097779929,168874167,425501
20.10265858,168926263,424802
20.107611583,168976756,425400
20.112614129,169027050,426276
20.117573083,169077331,425779
20.122411962,169127865,425925
20.127715678,169179732,425564
20.132622413,169229392,426203
20.137539352,169279508,426020
20.142716845,169330092,425973
20.147649653,169380859,425795
20.152539709,169429844,425433
20.157531768,169481153,426247
20.162529926,169530568,425256
20.167640082,169581319,424908
20.172665699,169631863,425893
20.177518119,169681630,425958
20.18277193,169731830,425569
20.187560838,169781870,425891
20.192668489,169831722,426303
20.197773262,169881887,425481
20.202790571,169931361,425558
20.20768184,169980096,425403
20.212696522,170030453,426044
20.217687489,170080701,425603
20.222576436,170131351,425017
20.227824645,170181117,425336
20.232711705,170230557,425069
20.237514117,170280376,425532
20.242734922,170330138,425096
20.247455001,170379326,425508
20.252594184,170429847,425034
20.257670301,170477924,425235
20.262657544,170502419,425260
20.267570693,170377228,426025
20.272610886,170519172,426001
20.277623877,170636691,425112
20.282540126,170712513,424677
20.287626521,170771537,425506
20.292639908,170824276,425704
20.297695714,170875469,425607
20.302641939,170926444,426414
20.307640094,170977298,456726
20.312670949,171028513,390656
20.317635222,171079022,636645
20.322589408,171128442,501369
20.327523554,171178904,398680
20.332611078,171229135,465001
20.337535509,171279129,734849
20.342817271,171329976,-106546
20.347613434,171381224,846286
20.352457829,171430288,366211
20.357478224,171479292,179773
20.362566063,171531665,241481
20.36753726,171583069,766839
20.372731792,171630880,196509
20.377594405,171679959,273429
20.382550507,171733379,318145
20.387818241,171780805,183814
20.392806943,171830959,272985
20.397805283,171883504,291626
20.402539019,171929374,203937
20.407699281,171981229,201041
20.412714892,172033419,162516
20.417655749,172079215,203470
20.422589775,172130594,-189075
20.427601658,172182515,418383
20.432553697,172230819,249815
20.437449939,172279393,145808
20.442581132,172330555,614398
20.447623319,172379031,-102610
20.452542055,172425598,180592
20.457745841,172453095,560713
20.462654651,172327518,309080
20.467744494,172465224,1207870
20.472543852,172587898,-186388
20.477576894,172661039,207077
